[Simulation 1] generations = 11 | descendants = 57 | [1, 2, 5, 6, 8, 3, 9, 7, 7, 5, 3, 2, 0]
[Simulation 7724] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7725] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7726] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 7727] generations = 21 | descendants = 138 | [1, 2, 3, 3, 5, 3, 7, 6, 10, 12, 8, 13, 12, 7, 4, 5, 8, 11, 8, 9, 1, 1, 0]
[Simulation 7728] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 7729] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7730] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7731] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7732] generations = 3 | descendants = 3 | [1, 1, 1, 1, 0]
[Simulation 7733] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7734] generations = 5 | descendants = 8 | [1, 4, 1, 1, 1, 1, 0]
[Simulation 7735] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7736] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7737] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 7738] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 7739] generations = 2 | descendants = 7 | [1, 4, 3, 0]
[Simulation 7740] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 7741] generations = 9 | descendants = 35 | [1, 1, 4, 5, 8, 10, 3, 1, 1, 2, 0]
[Simulation 7742] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 7743] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7744] generations = 3 | descendants = 9 | [1, 4, 4, 1, 0]
[Simulation 7745] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 7746] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7747] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7748] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7749] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7750] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7751] generations = 2 | descendants = 6 | [1, 4, 2, 0]
[Simulation 7752] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7753] generations = 9 | descendants = 49 | [1, 2, 4, 9, 11, 9, 3, 3, 5, 3, 0]
[Simulation 7754] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7755] generations = 7 | descendants = 32 | [1, 4, 6, 6, 5, 5, 3, 3, 0]
[Simulation 7756] generations = 6 | descendants = 19 | [1, 3, 2, 6, 4, 3, 1, 0]
[Simulation 7757] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 7758] generations = 9 | descendants = 15 | [1, 3, 1, 1, 2, 2, 2, 2, 1, 1, 0]
[Simulation 7759] generations = 3 | descendants = 5 | [1, 1, 2, 2, 0]
[Simulation 7760] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7761] generations = 13 | descendants = 112 | [1, 3, 5, 4, 3, 11, 13, 11, 11, 15, 17, 8, 8, 3, 0]
[Simulation 7762] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7763] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7764] generations = 35 | descendants = 292 | [1, 1, 1, 3, 4, 9, 5, 9, 12, 5, 5, 9, 13, 13, 13, 20, 15, 8, 6, 10, 13, 14, 24, 14, 9, 6, 9, 10, 7, 10, 5, 1, 2, 1, 4, 2, 0]
[Simulation 7765] generations = 7 | descendants = 14 | [1, 1, 4, 1, 3, 1, 3, 1, 0]
[Simulation 7766] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7767] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7768] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7769] generations = 3 | descendants = 6 | [1, 3, 2, 1, 0]
[Simulation 7770] generations = 6 | descendants = 20 | [1, 2, 4, 6, 5, 2, 1, 0]
[Simulation 7771] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7772] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7773] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 7774] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7775] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7776] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 7777] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7778] generations = 12 | descendants = 36 | [1, 3, 2, 5, 5, 2, 3, 3, 1, 3, 5, 1, 3, 0]
[Simulation 7779] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7780] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7781] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7782] generations = 21 | descendants = 177 | [1, 2, 2, 4, 6, 3, 7, 3, 9, 11, 11, 15, 11, 15, 14, 14, 15, 12, 7, 8, 7, 1, 0]
[Simulation 7783] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7784] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7785] generations = 4 | descendants = 8 | [1, 2, 2, 2, 2, 0]
[Simulation 7786] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7787] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7788] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7789] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7790] generations = 6 | descendants = 23 | [1, 2, 3, 7, 8, 2, 1, 0]
[Simulation 7791] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7792] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 7793] generations = 4 | descendants = 4 | [1, 1, 1, 1, 1, 0]
[Simulation 7794] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7795] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7796] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7797] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7798] generations = 3 | descendants = 7 | [1, 1, 4, 2, 0]
[Simulation 7799] generations = 2 | descendants = 6 | [1, 2, 4, 0]
[Simulation 7800] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 7801] generations = 4 | descendants = 12 | [1, 2, 5, 2, 3, 0]
[Simulation 7802] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7803] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7804] generations = 9 | descendants = 32 | [1, 1, 1, 3, 4, 8, 5, 5, 4, 1, 0]
[Simulation 7805] generations = 14 | descendants = 59 | [1, 2, 1, 1, 4, 4, 4, 5, 5, 6, 10, 6, 6, 4, 1, 0]
[Simulation 7806] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7807] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7808] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7809] generations = 29 | descendants = 249 | [1, 3, 4, 6, 8, 9, 9, 12, 17, 18, 12, 18, 12, 12, 7, 7, 9, 16, 18, 9, 4, 5, 2, 4, 5, 10, 8, 2, 2, 1, 0]
[Simulation 7810] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7811] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 7812] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7813] generations = 3 | descendants = 5 | [1, 1, 3, 1, 0]
[Simulation 7814] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7815] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7816] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7817] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7818] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7819] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7820] generations = 15 | descendants = 46 | [1, 1, 2, 2, 2, 1, 2, 2, 4, 3, 4, 5, 9, 3, 4, 2, 0]
[Simulation 7821] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 7822] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7823] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7824] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 7825] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7826] generations = 2 | descendants = 4 | [1, 2, 2, 0]
[Simulation 7827] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7828] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7829] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7830] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7831] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7832] generations = 4 | descendants = 8 | [1, 1, 2, 3, 2, 0]
[Simulation 7833] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7834] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7835] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7836] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7837] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7838] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7839] generations = 5 | descendants = 10 | [1, 1, 2, 1, 3, 3, 0]
[Simulation 7840] generations = 67 | descendants = 780 | [1, 1, 4, 4, 6, 8, 14, 14, 9, 7, 8, 12, 18, 19, 23, 13, 16, 17, 20, 9, 14, 12, 18, 17, 19, 28, 22, 26, 20, 18, 14, 20, 17, 13, 13, 19, 25, 16, 15, 15, 14, 8, 8, 9, 10, 9, 17, 9, 11, 8, 11, 7, 4, 5, 7, 7, 7, 9, 6, 3, 5, 5, 3, 2, 2, 4, 4, 3, 0]
[Simulation 7841] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7842] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7843] generations = 40 | descendants = 405 | [1, 1, 4, 10, 14, 5, 11, 6, 6, 7, 10, 17, 15, 17, 20, 20, 25, 24, 23, 22, 12, 17, 13, 7, 6, 4, 6, 2, 2, 4, 4, 6, 10, 9, 15, 12, 9, 5, 2, 1, 2, 0]
[Simulation 7844] generations = 31 | descendants = 267 | [1, 4, 11, 14, 9, 10, 16, 12, 6, 5, 5, 9, 7, 8, 4, 3, 4, 8, 13, 8, 9, 17, 9, 10, 11, 13, 12, 7, 6, 8, 6, 3, 0]
[Simulation 7845] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7846] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7847] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7848] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7849] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7850] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7851] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 7852] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7853] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7854] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7855] generations = 3 | descendants = 4 | [1, 1, 1, 2, 0]
[Simulation 7856] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7857] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7858] generations = 4 | descendants = 10 | [1, 2, 2, 5, 1, 0]
[Simulation 7859] generations = 4 | descendants = 6 | [1, 2, 1, 2, 1, 0]
[Simulation 7860] generations = 4 | descendants = 11 | [1, 3, 1, 4, 3, 0]
[Simulation 7861] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7862] generations = 9 | descendants = 16 | [1, 2, 2, 3, 2, 1, 2, 1, 1, 2, 0]
[Simulation 7863] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7864] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7865] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 7866] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7867] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 7868] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7869] generations = 2 | descendants = 7 | [1, 3, 4, 0]
[Simulation 7870] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7871] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 7872] generations = 3 | descendants = 3 | [1, 1, 1, 1, 0]
[Simulation 7873] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7874] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7875] generations = 2 | descendants = 4 | [1, 2, 2, 0]
[Simulation 7876] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7877] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7878] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7879] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7880] generations = 30 | descendants = 232 | [1, 4, 4, 6, 8, 6, 6, 7, 6, 11, 12, 17, 17, 21, 15, 10, 11, 8, 12, 17, 6, 5, 1, 1, 2, 6, 3, 5, 1, 2, 2, 0]
[Simulation 7881] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7882] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7883] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7884] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7885] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7886] generations = 3 | descendants = 7 | [1, 1, 3, 3, 0]
[Simulation 7887] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 7888] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7889] generations = 2 | descendants = 7 | [1, 4, 3, 0]
[Simulation 7890] generations = 1 | descendants = 3 | [1, 3, 0]
[Simulation 7891] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7892] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7893] generations = 3 | descendants = 4 | [1, 2, 1, 1, 0]
[Simulation 7894] generations = 3 | descendants = 5 | [1, 1, 3, 1, 0]
[Simulation 7895] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7896] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7897] generations = 12 | descendants = 107 | [1, 4, 10, 11, 15, 20, 16, 9, 5, 6, 7, 2, 2, 0]
[Simulation 7898] generations = 28 | descendants = 146 | [1, 1, 4, 6, 9, 10, 4, 5, 10, 7, 4, 5, 8, 6, 4, 3, 3, 3, 3, 2, 6, 7, 7, 14, 7, 2, 1, 3, 2, 0]
[Simulation 7899] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7900] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7901] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7902] generations = 5 | descendants = 20 | [1, 4, 3, 5, 6, 2, 0]
[Simulation 7903] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7904] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7905] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7906] generations = 4 | descendants = 8 | [1, 3, 2, 2, 1, 0]
[Simulation 7907] generations = 2 | descendants = 4 | [1, 3, 1, 0]
[Simulation 7908] generations = 8 | descendants = 66 | [1, 3, 10, 12, 12, 8, 11, 8, 2, 0]
[Simulation 7909] generations = 3 | descendants = 4 | [1, 1, 1, 2, 0]
[Simulation 7910] generations = 18 | descendants = 61 | [1, 4, 4, 3, 7, 3, 6, 5, 2, 1, 4, 2, 2, 4, 4, 4, 3, 2, 1, 0]
[Simulation 7911] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7912] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7913] generations = 5 | descendants = 17 | [1, 4, 7, 4, 1, 1, 0]
[Simulation 7914] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7915] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7916] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 7917] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7918] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7919] generations = 6 | descendants = 16 | [1, 3, 5, 3, 2, 2, 1, 0]
[Simulation 7920] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7921] generations = 2 | descendants = 4 | [1, 2, 2, 0]
[Simulation 7922] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7923] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7924] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7925] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7926] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7927] generations = 7 | descendants = 14 | [1, 2, 3, 2, 2, 3, 1, 1, 0]
[Simulation 7928] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7929] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7930] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7931] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7932] generations = 6 | descendants = 8 | [1, 2, 2, 1, 1, 1, 1, 0]
[Simulation 7933] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7934] generations = 6 | descendants = 12 | [1, 2, 3, 2, 2, 2, 1, 0]
[Simulation 7935] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7936] generations = 3 | descendants = 5 | [1, 2, 2, 1, 0]
[Simulation 7937] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7938] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 7939] generations = 10 | descendants = 45 | [1, 2, 4, 7, 7, 4, 8, 6, 4, 2, 1, 0]
[Simulation 7940] generations = 1 | descendants = 3 | [1, 3, 0]
[Simulation 7941] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7942] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 7943] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 7944] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7945] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7946] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7947] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7948] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7949] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 7950] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7951] generations = 2 | descendants = 5 | [1, 2, 3, 0]
[Simulation 7952] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7953] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7954] generations = 1 | descendants = 3 | [1, 3, 0]
[Simulation 7955] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7956] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 7957] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7958] generations = 23 | descendants = 112 | [1, 3, 3, 2, 2, 5, 9, 7, 7, 14, 8, 7, 4, 2, 4, 2, 5, 10, 7, 1, 1, 4, 4, 1, 0]
[Simulation 7959] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7960] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7961] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 7962] generations = 13 | descendants = 72 | [1, 4, 4, 7, 13, 11, 5, 8, 6, 8, 3, 1, 1, 1, 0]
[Simulation 7963] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7964] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 7965] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7966] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7967] generations = 24 | descendants = 133 | [1, 1, 2, 8, 7, 7, 5, 6, 8, 7, 6, 8, 5, 5, 10, 4, 4, 4, 6, 10, 7, 8, 3, 1, 1, 0]
[Simulation 7968] generations = 11 | descendants = 73 | [1, 3, 6, 6, 7, 4, 4, 6, 8, 16, 10, 3, 0]
[Simulation 7969] generations = 3 | descendants = 7 | [1, 3, 3, 1, 0]
[Simulation 7970] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7971] generations = 3 | descendants = 10 | [1, 4, 4, 2, 0]
[Simulation 7972] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7973] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7974] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7975] generations = 3 | descendants = 4 | [1, 1, 2, 1, 0]
[Simulation 7976] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7977] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7978] generations = 8 | descendants = 27 | [1, 2, 2, 3, 5, 4, 6, 3, 2, 0]
[Simulation 7979] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7980] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7981] generations = 5 | descendants = 11 | [1, 2, 2, 3, 3, 1, 0]
[Simulation 7982] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 7983] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7984] generations = 3 | descendants = 3 | [1, 1, 1, 1, 0]
[Simulation 7985] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7986] generations = 19 | descendants = 130 | [1, 3, 1, 4, 6, 8, 10, 9, 7, 10, 10, 11, 11, 7, 8, 7, 6, 5, 5, 2, 0]
[Simulation 7987] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7988] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7989] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7990] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 7991] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7992] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 7993] generations = 6 | descendants = 24 | [1, 4, 2, 4, 8, 4, 2, 0]
[Simulation 7994] generations = 6 | descendants = 11 | [1, 3, 1, 1, 1, 4, 1, 0]
[Simulation 7995] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7996] generations = 4 | descendants = 14 | [1, 3, 5, 2, 4, 0]
[Simulation 7997] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7998] generations = 0 | descendants = 0 | [1, 0]
[Simulation 7999] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8000] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8001] generations = 8 | descendants = 37 | [1, 4, 4, 6, 6, 6, 6, 4, 1, 0]
[Simulation 8002] generations = 17 | descendants = 73 | [1, 2, 3, 3, 4, 5, 3, 8, 9, 11, 6, 3, 3, 4, 4, 2, 1, 2, 0]
[Simulation 8003] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8004] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8005] generations = 3 | descendants = 8 | [1, 2, 4, 2, 0]
[Simulation 8006] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8007] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8008] generations = 2 | descendants = 5 | [1, 4, 1, 0]
[Simulation 8009] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8010] generations = 6 | descendants = 20 | [1, 3, 3, 6, 3, 4, 1, 0]
[Simulation 8011] generations = 7 | descendants = 11 | [1, 1, 2, 2, 3, 1, 1, 1, 0]
[Simulation 8012] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8013] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8014] generations = 12 | descendants = 42 | [1, 1, 2, 6, 5, 3, 5, 3, 2, 3, 6, 4, 2, 0]
[Simulation 8015] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8016] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8017] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8018] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8019] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8020] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8021] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8022] generations = 3 | descendants = 4 | [1, 2, 1, 1, 0]
[Simulation 8023] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8024] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8025] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8026] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8027] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8028] generations = 9 | descendants = 40 | [1, 1, 1, 3, 7, 9, 8, 7, 3, 1, 0]
[Simulation 8029] generations = 4 | descendants = 9 | [1, 2, 2, 4, 1, 0]
[Simulation 8030] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8031] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8032] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8033] generations = 5 | descendants = 13 | [1, 4, 3, 1, 4, 1, 0]
[Simulation 8034] generations = 14 | descendants = 64 | [1, 2, 5, 8, 8, 12, 6, 8, 4, 4, 1, 1, 3, 1, 1, 0]
[Simulation 8035] generations = 18 | descendants = 119 | [1, 1, 2, 3, 9, 9, 6, 8, 3, 5, 5, 7, 8, 12, 13, 13, 7, 6, 2, 0]
[Simulation 8036] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 8037] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8038] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 8039] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8040] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8041] generations = 15 | descendants = 79 | [1, 1, 4, 8, 6, 5, 5, 8, 4, 8, 10, 7, 5, 4, 3, 1, 0]
[Simulation 8042] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8043] generations = 40 | descendants = 407 | [1, 1, 3, 1, 4, 7, 1, 1, 1, 4, 3, 3, 1, 4, 4, 5, 7, 12, 15, 20, 30, 33, 38, 37, 28, 22, 15, 9, 14, 14, 11, 10, 9, 6, 8, 4, 4, 8, 6, 3, 1, 0]
[Simulation 8044] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8045] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8046] generations = 6 | descendants = 17 | [1, 3, 3, 2, 3, 3, 3, 0]
[Simulation 8047] generations = 2 | descendants = 5 | [1, 3, 2, 0]
[Simulation 8048] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8049] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8050] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 8051] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8052] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8053] generations = 12 | descendants = 36 | [1, 3, 2, 2, 3, 1, 4, 5, 4, 7, 3, 1, 1, 0]
[Simulation 8054] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8055] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 8056] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8057] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8058] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8059] generations = 3 | descendants = 4 | [1, 1, 2, 1, 0]
[Simulation 8060] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 8061] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8062] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8063] generations = 7 | descendants = 24 | [1, 1, 4, 8, 4, 4, 1, 2, 0]
[Simulation 8064] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8065] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 8066] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8067] generations = 9 | descendants = 21 | [1, 1, 2, 3, 2, 3, 3, 4, 1, 2, 0]
[Simulation 8068] generations = 0 | descendants = 0 | [1, 0]
[Simulation 8069] generations = 0 | descendants = 0 | [1, 0]
